,rank,title,artist,other artists,year,Spotify id,Popularity
1630,30,Love Rollercoaster,Ohio Players,None,1976,1hRDHWWealh2Pk3fnpIe75,61
1631,31,You Should Be Dancing,Bee Gees,None,1976,2xiOdusRnZezQok1RgLNeS,71
1632,32,You'll Never Find Another Love Like Mine,Lou Rawls,None,1976,6OylYIXrIH2E3hgg7Dqz5M,61
1633,33,Golden Years,David Bowie,None,1976,4JRem7xHp2l0kmUvt9zCKu,63
1634,34,Moonlight Feels Right,Starbuck,None,1976,7sfMjwBcAatrNH46rn1YsK,50
1635,35,Only Sixteen,Dr. Hook,None,1976,7c52LVpkxq3dzMEkDWiQyw,45
1636,36,Let Your Love Flow,The Bellamy Brothers,None,1976,064SVQsmWl5EF0zahmzkQk,72
1637,37,Dream Weaver,Gary Wright,None,1976,74DrA5fFoGSy4xgkZarZtP,59
1638,38,Turn the Beat Around,Vicki Sue Robinson,None,1976,2TziLOnBMT8kDVo2LA1X6t,50
1639,39,Lonely Night (Angel Face),Captain,Tennille,1976,0qgsctXeEVnUwgGESn3vW4,28
1640,40,All by Myself,Eric Carmen,None,1976,0AQqrtK1pULuwZUXhwaaDz,65
1641,41,Love to Love You Baby,Donna Summer,None,1976,6Szw3sQC5Zssr15AJsUY9J,48
1642,42,Deep Purple,Donny,Marie Osmond,1976,0i5HtqKaBgIpAC7N0kknqu,22
1643,43,Theme from Mahogany (Do You Know Where You're Going To),Diana Ross,None,1976,10VbGCpgC4FtmYSwBLvIDX,47
1644,44,Sweet Thing,Rufus,None,1976,0bqZnsPz4klg5TuWGcKb34,56
1645,45,That's the Way (I Like It),KC,the Sunshine Band,1976,1qiQduM84A0VeH8Y2uAbqi,62
1646,46,A Little Bit More,Dr. Hook,None,1976,7wz2Amu2EVjGYQzqlLwCKg,40
1647,47,Shannon,Henry Gross,None,1976,4IYoyOVK9oQyJS1QZt5Vyj,49
1648,48,If You Leave Me Now,Chicago,None,1976,0KMGxYKeUzK9wc5DZCt3HT,76
1649,49,Lowdown,Boz Scaggs,None,1976,0nlZjTPzW6S9JIESuGfImT,64
1650,50,Show Me the Way,Peter Frampton,None,1976,6BD1X1PeV5UzYUdiVaD2yL,69
1651,51,Dream On,Aerosmith,None,1976,5MxNLUsfh7uzROypsoO5qe,80
1652,52,I Love Music,The O'Jays,None,1976,222TScMmzaZ0IdkvbLoin2,54
1653,53,Say You Love Me,Fleetwood Mac,None,1976,6lrQo6KAYvb92MGk6ZuZlt,65
1654,54,Times of Your Life,Paul Anka,None,1976,3AdX0KdVoMBqe82b19rWAU,54
1655,55,Devil Woman,Cliff Richard,None,1976,2oRn0QuaWQ1hragGQ7XZ9s,53
1656,56,Fooled Around and Fell in Love,Elvin Bishop,None,1976,2hE5Lm5XOHR4t3xlhIFauP,62
1657,57,Convoy,C. W. McCall,None,1976,6dGWq08LXuIw6T2oUeHECh,61
1658,58,Welcome Back,John Sebastian,None,1976,2pS6zWWQCpO0IVEBIbzJh8,46
1659,59,Sing a Song,Earth,Wind,1976,5W5FVsgGCe3T9nIMkiXqNo,55
1660,60,Heaven Must Be Missing an Angel,Tavares,None,1976,3ad1MVf3CUFCWW1EyMc9kk,51
1661,61,I'll Be Good to You,The Brothers Johnson,None,1976,1mo1tQypPi59Unv8vWuNbL,49
1662,62,Rock and Roll Music,The Beach Boys,None,1976,0qbVccbQLEMbfJcI5wNLTJ,30
1663,63,Shop Around,Captain,Tennille,1976,3maAFCOtAdJElV8gdU5GG4,33
1664,64,Saturday Night,Bay City Rollers,None,1976,78zYiMv9yNTHgmm6kaUPCm,54
1665,65,Island Girl,Elton John,None,1976,2u3UJ9KyduTnbi9yUVGYfW,42
1666,66,Let's Do It Again,The Staple Singers,None,1976,1YQIOrrOg1UDqZCGcZWQ0a,49
1667,67,Let 'Em In,Wings,None,1976,37RqEET1SYQaAcHDxDQLZY,57
1668,68,Baby Face,Wing,a Prayer Fife,1976,2zfqvzSiXR066uVOV7LiH9,23
1669,69,This Masquerade,George Benson,None,1976,7GkaclZPWxJujsylkMetsW,46
1670,70,Evil Woman,Electric Light Orchestra,None,1976,777NOXupZkFdg8zlPMoVqc,65
1671,71,Wham Bam,Silver,None,1976,3qrEG6rQ9Qm72MNWeUKKiU,68
1672,72,I'm Easy,Keith Carradine,None,1976,4UN5z3IkTamNxngTsS3Qrm,42
1673,73,Wake Up Everybody,Harold Melvin,the Blue Notes,1976,5kQ2ZEav7TgUoLSLrm7h8S,58
1674,74,Summer,War,None,1976,5NqIHUcwfBDpc1rgTxKvyG,48
1675,75,Let Her In,John Travolta,None,1976,3Whxt8aH0WNNUeu70yxvEJ,15
1676,76,Fox on the Run,Sweet,None,1976,66gG8RzSA2sVQwME8e43wX,57
1677,77,Rhiannon,Fleetwood Mac,None,1976,05oETzWbd4SI33qK2gbJfR,74
1678,78,Got to Get You into My Life,The Beatles,None,1976,3tGhRLgcCP6SIZU3tbGl7l,63
1679,79,Fanny (Be Tender with My Love),Bee Gees,None,1976,7KUHpRlZQR91SLflhsQCg9,56
1680,80,Getaway,Earth,Wind,1976,67J6NR2Tdl0h2epWHcCBBN,47
1681,81,She's Gone,Hall,Oates,1976,5dFoWIiJ2814hRwMYDcFiU,65
1682,82,Still the One,Orleans,None,1976,2dtK02TSAuTvVYU2wGAVG0,63
1683,83,You're My Best Friend,Queen,None,1976,49L5s7lTES5EVnyGO09H0S,35
1684,84,With Your Love,Jefferson Starship,None,1976,62NJcC5piTuieIFiDZxiz1,43
1685,85,Slow Ride,Foghat,None,1976,4MYb7NWLwXNDB7bYs3HeX8,67
1686,86,Who'd She Coo?,Ohio Players,None,1976,3resl84VYP1l9RezlI3QJH,38
1687,87,The Boys Are Back in Town,Thin Lizzy,None,1976,43DeSV93pJPT4lCZaWZ6b1,76
1688,88,Walk Away from Love,David Ruffin,None,1976,5cAGsX0EzCqKuQr7nui6T7,46
1689,89,"Baby, I Love Your Way (Live)",Peter Frampton,None,1976,1ksayCHVLH4eKFm43GFokU,64
1690,90,Young Hearts Run Free,Candi Staton,None,1976,3MFa9idQuY4iJLWsZl3tIQ,68
1691,91,Breaking Up Is Hard to Do,Neil Sedaka,None,1976,2x6pbpjVGjiWCcH89IK8AX,63
1692,92,Money Honey,Bay City Rollers,None,1976,5fPgZkaDR5VfkObCsQfbLv,24
1693,93,Give Up the Funk (Tear the Roof off the Sucker),Parliament,None,1976,4XRkQloZFcRrCONN7ZQ49Y,63
1694,94,Junk Food Junkie,Larry Groce,None,1976,00HnYt4dGTSZJIxywDcs7P,22
1695,95,Tryin' to Get the Feeling Again,Barry Manilow,None,1976,31dUwU4AkUROM1j4Rt3FdN,41
1696,96,Rock and Roll All Nite,Kiss,None,1976,6KTv0Z8BmVqM7DPxbGzpVC,77
1697,97,Disco Duck,Rick Dees,His Cast of Idiots,1976,093Yob0qYlv7p4KdOXbkB4,0
1698,98,Take the Money and Run,Steve Miller Band,None,1976,1ZhrREyOOeFV6TxDOyiPwu,69
1699,99,Squeeze Box,The Who,None,1976,4lzNP52B3CfeVr2drfPh6X,49
1700,100,Country Boy (You Got Your Feet in L.A.),Glen Campbell,None,1976,1QoPtpJPMP0Zx8oxd0eDip,40
1701,1,Tonight's the Night (Gonna Be Alright),Rod Stewart,None,1977,10LRRKPmx8uHcSxLVWK0ct,57
1702,2,I Just Want to Be Your Everything,Andy Gibb,None,1977,5EdlwzcgIAYs2HGvOnczPN,62
1703,3,Best of My Love,The Emotions,None,1977,2M2WJ7gBlcKNxdhyfPp9zY,69
1704,4,Evergreen (Love Theme from A Star Is Born),Barbra Streisand,None,1977,2IcqY68BxP1ONPi3ME6aje,66
1705,5,Angel in Your Arms,Hot,None,1977,1qOwgAjki5VN0G2kXEUCLG,26
1706,6,I Like Dreamin',Kenny Nolan,None,1977,4wlRO5dyyO7jYrzs2PltV8,41
1707,7,Don't Leave Me This Way,Thelma Houston,None,1977,0M4IiNtcu6Ed0F1rY1Imzp,22
1708,8,(Your Love Has Lifted Me) Higher and Higher,Rita Coolidge,None,1977,39iKJpLPhsDTOzH2lXliWF,50
1709,9,Undercover Angel,Alan O'Day,None,1977,21jOt25HxvWACZoPQkOzJ7,27
1710,10,Torn Between Two Lovers,Mary MacGregor,None,1977,0uSrLvAGZPVkO2DgCj6DfC,46
1711,11,I'm Your Boogie Man,KC,the Sunshine Band,1977,6mjlbRIgMTf2nqY0kq1rOJ,54
1712,12,Dancing Queen,ABBA,None,1977,0GjEhVFGZW8afUYGChu3Rr,82
1713,13,You Make Me Feel Like Dancing,Leo Sayer,None,1977,6gTrbqZnyljwXdYQTyBkSx,60
1714,14,Margaritaville,Jimmy Buffett,None,1977,4EEjMyQub6tgFVshlM9j1M,69
1715,15,Telephone Line,Electric Light Orchestra,None,1977,3SPcBPzvbmWLl8NU5efx4W,63
1716,16,Whatcha Gonna Do?,Pablo Cruise,None,1977,6SMR0XI8a1D6gEpMTIju2y,48
1717,17,Do You Wanna Make Love,Peter McCann,None,1977,5Ccx6DcIvnlQicMujqtqBf,29
1718,18,Sir Duke,Stevie Wonder,None,1977,4pNiE4LCVV74vfIBaUHm1b,72
1719,19,Hotel California,Eagles,None,1977,40riOy7x9W7GXjyGp4pjAv,85
1720,20,Got to Give It Up,Marvin Gaye,None,1977,7ohR0qPH6f2Vuj2pUNanJG,68
1721,21,Gonna Fly Now,Bill Conti,DeEtta Little,1977,5dulYd9AKIprMoF837OTDb,59
1722,22,Southern Nights,Glen Campbell,None,1977,7kv7zBjMtVf0eIJle2VZxn,71
1723,23,Rich Girl,Hall,Oates,1977,0qRR9d89hIS0MHRkQ0ejxX,74
1724,24,When I Need You,Leo Sayer,None,1977,2TcwEYyydQuEMJwdmSgVLD,56
1725,25,Hot Line,The Sylvers,None,1977,7ruBvHnx8VbQef58xC4FfG,32
1726,26,Car Wash,Rose Royce,None,1977,2pbWkjtGtjkzBdZ95GFINm,58
1727,27,You Don't Have to Be a Star (To Be in My Show),Marilyn McCoo,Billy Davis Jr.,1977,2JurHS80N98Yt3CdIBYz9M,44
1728,28,Fly Like an Eagle,Steve Miller Band,None,1977,3e0FzZjTXOUtiJGSClOBrI,69
1729,29,Don't Give Up on Us,David Soul,None,1977,23IWhAK0cYRwnBT5EE8i3u,63
1730,30,On and On,Stephen Bishop,None,1977,0Vth3l4XAo8hNYmxjzhr2y,64
1731,31,Feels Like the First Time,Foreigner,None,1977,36xEjbl8DtevPJgw6i9IuY,53
1732,32,Couldn't Get It Right,Climax Blues Band,None,1977,7GSCnEFxiD6Im98CbfySDw,54
1733,33,Easy,Commodores,None,1977,1JQ6Xm1JrvHfvAqhl5pwaA,78
1734,34,Right Time of the Night,Jennifer Warnes,None,1977,2XKMIB0VzXF22pJpBKV6xn,49
1735,35,I've Got Love on My Mind,Natalie Cole,None,1977,7cmvEuNhRpJT7xVN79hvPL,37
1736,36,Blinded by the Light,Manfred Mann's Earth Band,None,1977,7kNNylJ1kswWbHeRM6UDuE,63
1737,37,Looks Like We Made It,Barry Manilow,None,1977,3QqO9FxVrikwo7kS5ls3kQ,48
1738,38,So in to You,Atlanta Rhythm Section,None,1977,5mpzCj9l1pYsL4XOXiea84,43
1739,39,Dreams,Fleetwood Mac,None,1977,0ofHAoxe9vBkTCp2UQIavz,89
1740,40,Enjoy Yourself,The Jacksons,None,1977,3D97kRhZprR6RumFhDFIr4,52
1741,41,Dazz,Brick,None,1977,5gQCUf4lfy6GpuhdPzxQ6B,53
1742,42,I'm in You,Peter Frampton,None,1977,03zB9duFz1JqLxAIYvGdac,49
1743,43,Lucille,Kenny Rogers,None,1977,15ADURMdkO25JGD5mIcodM,61
1744,44,The Things We Do for Love,10cc,None,1977,6KEWtSOGKpIXGw6l1uJgsR,67
1745,45,Da Doo Ron Ron,Shaun Cassidy,None,1977,0BTjoeNHz0mSjXCZO4hzad,41
1746,46,Handy Man,James Taylor,None,1977,70aUjWZmd9F3bRSsR4DwAJ,56
1747,47,Just a Song Before I Go,Crosby,Stills,1977,4dAN7KcWCWx5jV6dpwtfvN,49
1748,48,You and Me,Alice Cooper,None,1977,5k68ZFktJA3JlRfenOJA9y,45
1749,49,Swayin' to the Music (Slow Dancing),Johnny Rivers,None,1977,3ARNUtmd0qaWCDgLHBLjom,51
1750,50,Lonely Boy,Andrew Gold,None,1977,6wGMLoEqD2k3RBXFHD0yUp,55
1751,51,I Wish,Stevie Wonder,None,1977,687YZan9Gol1UVvbpUSO6Y,66
1752,52,Don't Stop,Fleetwood Mac,None,1977,6l6vgKIgXLnqgSMqf4nGNc,55
1753,53,Barracuda,Heart,None,1977,4KfSdst7rW39C0sfhArdrz,75
1754,54,Strawberry Letter 23,The Brothers Johnson,None,1977,00kvKlIvfzQLSi6T2zwXuS,64
1755,55,Night Moves,Bob Seger,The Silver Bullet Band,1977,6UBjSnyP1O5W5ndJoO9vUk,73
1756,56,You're My World,Helen Reddy,None,1977,7Iy9xMcBIzHvuQtYrU0MZn,54
1757,57,Heard It in a Love Song,The Marshall Tucker Band,None,1977,0xTY7Tld4DRxqUhxdw7bZW,59
1758,58,Carry On Wayward Son,Kansas,None,1977,4DMKwE2E2iYDKY01C335Uw,77
1759,59,New Kid in Town,Eagles,None,1977,6Zyz8lsnMFpIrCTuvGurCB,68
1760,60,My Heart Belongs to Me,Barbra Streisand,None,1977,7u2FvRYl39hmNHklBlsjkm,41
1761,61,After the Lovin',Engelbert Humperdinck,None,1977,7N25xNY1ap5wrSKzlbXd0B,44
1762,62,Jet Airliner,Steve Miller Band,None,1977,2zI3bUYn2pcF27of6i2oqK,68
1763,63,Stand Tall,Burton Cummings,None,1977,14IKLtPlsqWL077svIJYey,43
1764,64,Way Down,Elvis Presley,None,1977,1Ya87xcJInskhE5joOq9tP,51
1765,65,Weekend in New England,Barry Manilow,None,1977,5XWmnuSMexMy6WRYz5rSfq,49
1766,66,It Was Almost Like a Song,Ronnie Milsap,None,1977,5fO4iEznH83cwSHZLFz2lQ,44
1767,67,Smoke from a Distant Fire,Sanford-Townsend Band,None,1977,62obgbkuUt75nDIiIcLI4T,51
1768,68,Cold as Ice,Foreigner,None,1977,7vidktgNZFQylTgH1GEnMs,69
1769,69,Ariel,Dean Friedman,None,1977,2j78lPDRu9HcN3X817CmR2,40
1770,70,Lost Without Your Love,Bread,None,1977,1aRncYBtdizYoVKcSt8oaY,55
1771,71,Star Wars Theme/Cantina Band,Meco,None,1977,4MVA30NmvNtpbDon1ZG7mk,39
1772,72,Float On,The Floaters,None,1977,27WOuytfervV6CGqlQLwvD,47
1773,73,Jeans On,Lord David Dundas,None,1977,0uN4g8yIAUpbyjcLhn79t7,51
1774,74,Lido Shuffle,Boz Scaggs,None,1977,2NtqZmfRIDkXJ2YvY2Kv1F,64
1775,75,Keep It Comin' Love,KC,the Sunshine Band,1977,0YWUf0FuvbOvAlrOAVaH8S,51
1776,76,You Made Me Believe in Magic,Bay City Rollers,None,1977,5Yr45BUmrLVoHjFgPBXx9y,28
1777,77,Livin' Thing,Electric Light Orchestra,None,1977,2hdNya0b6Cc2YJ8IyaQIWp,71
1778,78,Give a Little Bit,Supertramp,None,1977,6XUHsYE38CEbYunT983O9G,77
1779,79,That's Rock 'n' Roll,Shaun Cassidy,None,1977,0VZ8HejqjGgKtotIvBfvd9,36
1780,80,Love So Right,Bee Gees,None,1977,2rVxsVGLFssDfM5B9BUL0K,57
1781,81,The Rubberband Man,The Spinners,None,1977,13Mzsb8VzRSZ5w3pM48cn6,67
1782,82,I Never Cry,Alice Cooper,None,1977,7y5mfSJLUmPYmrI5hcCWnT,50
1783,83,Nobody Does It Better,Carly Simon,None,1977,49RUdNvwSiUTC8fBh4KKoC,66
1784,84,High School Dance,The Sylvers,None,1977,5P3LxfUmszjc4N3qJ0busH,17
1785,85,Love's Grown Deep,Kenny Nolan,None,1977,5U7BnxhqyhVJJH3xb4Mbya,42
1786,86,Ain't Gonna Bump No More (With No Big Fat Woman),Joe Tex,None,1977,0XXjBRi5sNWojqxmYJGiA2,36
1787,87,I Wanna Get Next to You,Rose Royce,None,1977,1rff5WJrSljfCLYFoXkDiT,55
1788,88,Somebody to Love,Queen,None,1977,6cFZ4PLC19taNlpl9pbGMf,69
1789,89,Muskrat Love,Captain,Tennille,1977,3NRiJ7XFMALvrXXB1oRBFO,40
1790,90,Walk This Way,Aerosmith,None,1977,5SZ6zX4rOrEQferfFC2MfP,77
1791,91,Cherchez La Femme,Dr. Buzzard's Original Savannah Band,None,1977,5endSWellqnUqEIO2OOdzj,38
1792,92,Year of the Cat,Al Stewart,None,1977,7MTX3vevnm41xuEoPxWT3j,56
1793,93,Boogie Nights,Heatwave,None,1977,4NTSDu34al733aIuUWVJHo,54
1794,94,Go Your Own Way,Fleetwood Mac,None,1977,4xh7W7tlNMIczFhupCPniY,75
1795,95,Sorry Seems to Be the Hardest Word,Elton John,None,1977,4eP6oyNbAJcViaiHtPsOCh,52
1796,96,Don't Worry Baby,B.J. Thomas,None,1977,0pc35JLm02Lzx7SiXp3jrY,37
1797,97,"Knowing Me, Knowing You",ABBA,None,1977,798cuJeotvXP8UVa8GJPnD,65
1798,98,How Much Love,Leo Sayer,None,1977,1TsekOo0xMKvIgKK7U6zaQ,22
1799,99,Star Wars (Main Title),London Symphony Orchestra,None,1977,7g44jlchTGxczJBf5feK3L,3
1800,100,Devil's Gun,C.J.,Company,1977,4soj212onKKCCClTcbWQj6,35
1801,1,Shadow Dancing,Andy Gibb,None,1978,3unwRUV5qbjMmH3NJtaODy,49
1802,2,Night Fever,Bee Gees,None,1978,3mRM4NM8iO7UBqrSigCQFH,74
1803,3,You Light Up My Life,Debby Boone,None,1978,3dFR132gzO8jxD57R2gid3,60
1804,4,Stayin' Alive,Bee Gees,None,1978,5ubvP9oKmxLUVq506fgLhk,79
1805,5,Kiss You All Over,Exile,None,1978,3FGcQkWQlkeB82RdZwlw8V,59
1806,6,How Deep Is Your Love,Bee Gees,None,1978,2JoZzpdeP2G6Csfdq5aLXP,78
1807,7,Baby Come Back,Player,None,1978,2eRYuzlSOBk3HlMsCSOLPJ,61
1808,8,(Love Is) Thicker Than Water,Andy Gibb,None,1978,5WdF8jm3hBNi1t9qlqdjsE,46
1809,9,Boogie Oogie Oogie,A Taste of Honey,None,1978,07NrCEN3egNvw8td2LxqJO,53
1810,10,Three Times a Lady,Commodores,None,1978,4ztwMHfPZhPoruZdBbgriM,53
1811,11,Grease,Frankie Valli,None,1978,5Vrczz39CvlD3OGCa6utoA,66
1812,12,I Go Crazy,Paul Davis,None,1978,08kvJTpcthAvvvW0BAcGHN,57
1813,13,You're the One That I Want,John Travolta,Olivia Newton,1978,0B9x2BRHqj3Qer7biM3pU3,78
1814,14,Emotion,Samantha Sang,None,1978,1TSehAcbBAcmZlSNMjmf6U,57
1815,15,Lay Down Sally,Eric Clapton,None,1978,6io0LJIP9ntX35hTfaxwQG,64
1816,16,Miss You,The Rolling Stones,None,1978,3hJLKtTpgct9Y9wKww0BiR,71
1817,17,Just the Way You Are,Billy Joel,None,1978,49MHCPzvMLXhRjDantBMVH,72
1818,18,With a Little Luck,Wings,None,1978,73JqQIGZUZxCVfY54RSpCH,51
1819,19,If I Can't Have You,Yvonne Elliman,None,1978,0QjPiq9Wka9I1b4uzWETYI,56
1820,20,"Dance, Dance, Dance (Yowsah, Yowsah, Yowsah)",Chic,None,1978,7o4u11LpxfAfaKA3KPGhLV,0
1821,21,Feels So Good,Chuck Mangione,None,1978,2M7EflZCPCqqRLB9hy5MDy,53
1822,22,Hot Child in the City,Nick Gilder,None,1978,4F1DV1FrB68LNpmlvQs01N,52
1823,23,Love Is Like Oxygen,Sweet,None,1978,58gcsPyG1xsD4uNtDiMC4c,44
1824,24,It's a Heartache,Bonnie Tyler,None,1978,6XwmOknVeAwN3OQv1lIzCc,54
1825,25,We Will Rock You/We Are the Champions,Queen,None,1978,5C1N0wFUhhj5FgGKmfVdxy,30
1826,26,Baker Street,Gerry Rafferty,None,1978,5gOd6zDC8vhlYjqbQdJVWP,70
1827,27,Can't Smile Without You,Barry Manilow,None,1978,7qUTZEf6bgiApJEXpMAH5y,64
1828,28,"Too Much, Too Little, Too Late",Johnny Mathis,Deniece Williams,1978,7c8tlriQMBusKSsXMg8fHm,39
1829,29,Dance With Me,Peter Brown,None,1978,3HOgUlwPDsh0kEFnbr5EL5,37
1830,30,Two Out of Three Ain't Bad,Meat Loaf,None,1978,2ph0hzV1kCVhR82E2La4q5,62
1831,31,Jack And Jill,Raydio,None,1978,5KDT5BDSmomPMe2AXuGInR,43
1832,32,Take a Chance on Me,ABBA,None,1978,5BckPAYcKEJuYs1eV1BHHe,73
1833,33,Sometimes When We Touch,Dan Hill,None,1978,2hw2fDtNPkIowTNuQRmlnN,64
1834,34,Last Dance,Donna Summer,None,1978,29RcVe2M9l8rHyWHffBmjf,65
1835,35,Hopelessly Devoted to You,Olivia Newton-John,None,1978,5BUq9bdtsm3LWw5laJeJ4R,79
1836,36,Hot Blooded,Foreigner,None,1978,6xMHglHoafdDFGXS6qfwSH,64
1837,37,You're in My Heart (The Final Acclaim),Rod Stewart,None,1978,2pkPeaj86ZEVHhgAEncfp0,52
1838,38,The Closer I Get to You,Roberta Flack,Donny Hathaway,1978,2jMnrgt9cZvlVPFvYJ4iTU,12
1839,39,Dust in the Wind,Kansas,None,1978,6zeE5tKyr8Nu882DQhhSQI,79
1840,40,Magnet and Steel,Walter Egan,None,1978,1Fk6KB9H0oZ2rYKFRDrhQm,52
1841,41,Short People,Randy Newman,None,1978,53yBKCc5S7u8zzutqepkiT,50
1842,42,Use ta Be My Girl,The O'Jays,None,1978,7AmJATXFg6Mj2grzZXkqq2,53
1843,43,Our Love,Natalie Cole,None,1978,5KC32YrLNFpjDrjz37KIrK,58
1844,44,Love Will Find a Way,Pablo Cruise,None,1978,2LqzuRukwnpeWYLXBtiwmq,54
1845,45,An Everlasting Love,Andy Gibb,None,1978,30IpEYZRHYmS8yZyMM5aYK,47
1846,46,Love Is in the Air,John Paul Young,None,1978,3c4OULLWwgRqBfA2dJtRuY,67
1847,47,Goodbye Girl,David Gates,None,1978,3c6vdiLeV9DUbTMWk5H3se,61
1848,48,Slip Slidin' Away,Paul Simon,None,1978,0zb2kpEQMnqJPiLACKMiFM,59
1849,49,The Groove Line,Heatwave,None,1978,3ptTr5IwiVaLcRDqfIypMs,44
1850,50,Thunder Island,Jay Ferguson,None,1978,3FkQN4NyCFlfn7fWzBkWCj,52
1851,51,Imaginary Lover,Atlanta Rhythm Section,None,1978,3qxBN4nWvSDibXmEq5of9E,45
1852,52,Still the Same,Bob Seger,The Silver Bullet Band,1978,1Ryxsiacu8pUXIMCVnIQ8J,65
1853,53,My Angel Baby,Toby Beau,None,1978,7kg7yWXkgN0qjyahaCiIs3,22
1854,54,Disco Inferno,The Trammps,None,1978,22ff60cZy4APp7bzESHLR8,67
1855,55,On Broadway,George Benson,None,1978,2oFxITGDiTZ1JRwP8yinRt,59
1856,56,Come Sail Away,Styx,None,1978,0PsbWiVtix5FoTZ1s00mEl,68
1857,57,(Every Time I Turn Around) Back in Love Again,L.T.D.,None,1978,1eeySrWP5X7hsbfyc3PPge,48
1858,58,This Time I'm in It for Love,Player,None,1978,0WEbxRkrGvgDQ5eBm6iH8n,45
1859,59,You Belong to Me,Carly Simon,None,1978,3pErM4EiWKf3k8KU3jjbXn,49
1860,60,Here You Come Again,Dolly Parton,None,1978,6H7nDglS6xWpRidbhMwI2L,67
1861,61,Blue Bayou,Linda Ronstadt,None,1978,3zxklD2EGecZre9MjEEvIU,66
1862,62,Peg,Steely Dan,None,1978,5DQAHkO9U4IZIombHefcqK,61
1863,63,You Needed Me,Anne Murray,None,1978,5d4E1hgkLyb7sXr5J3InnM,65
1864,64,Shame,"Evelyn ""Champagne"" King",None,1978,6KlnQC66NiJTdO88aL62SF,51
1865,65,Reminiscing,Little River Band,None,1978,34D6mvDTAPypm92EPs8Rxa,68
1866,66,Count On Me,Jefferson Starship,None,1978,3ssnFwx5lu6qxhLBR0vutB,50
1867,67,Baby Hold On,Eddie Money,None,1978,5ZYvcJ04ccUw2Matbnmu0U,58
1868,68,Hey Deanie,Shaun Cassidy,None,1978,0inlixqQpYphAQY7K38NAZ,28
1869,69,Summer Nights,John Travolta,Olivia Newton,1978,2AVkArcfALVk2X8sfPRzya,72
1870,70,What's Your Name,Lynyrd Skynyrd,None,1978,0uZs7p6cbEUNwGMdfNj9Kk,55
1871,71,Don't It Make My Brown Eyes Blue,Crystal Gayle,None,1978,7Jpclr7tZ6aQXjoKzWXUJV,64
1872,72,Because the Night,Patti Smith Group,None,1978,0lIoY4ZQsdn5QzhraM9o9u,69
1873,73,Every Kinda People,Robert Palmer,None,1978,38E7U60ipLSTVDcPIuVzZw,64
1874,74,Copacabana,Barry Manilow,None,1978,5FMXrphygZ4z3gVDHGWxgl,60
1875,75,Always and Forever,Heatwave,None,1978,0fKDnkXdfJwk0DEW9W83VY,55
1876,76,You and I,Rick James,None,1978,5Mhf6GA6G6ugP2x7mnAGyY,44
1877,77,Serpentine Fire,Earth,Wind,1978,0KDc8l4VNTu6OkMYK9D7HC,54
1878,78,Sentimental Lady,Bob Welch,None,1978,478thMMvYGris8eJPcDRoq,56
1879,79,Falling,LeBlanc,Carr,1978,2niFXRDFTmgLjPYNkcA2no,37
1880,80,Don't Let Me Be Misunderstood,Santa Esmeralda,None,1978,03MVMUFmiv89xXMi4sXtfj,3
1881,81,Bluer Than Blue,Michael Johnson,None,1978,1cAHI9tJN6oHMdG4ghlQKY,58
1882,82,Running on Empty,Jackson Browne,None,1978,6aqm56xP40foYBBtAWWrnY,66
1883,83,Whenever I Call You 'Friend',Kenny Loggins,Stevie Nicks,1978,5NCY3uTCovd93aqwbodUhm,55
1884,84,Fool (If You Think It's Over),Chris Rea,None,1978,0UHiH4dy1hXULYl8CgNxRV,49
1885,85,Get Off,Foxy,None,1978,21IypW8aMJ2iUhzrXe3hKO,47
1886,86,Sweet Talkin' Woman,Electric Light Orchestra,None,1978,0xAhbD6lCf5re1RXl5yiTm,61
1887,87,Life's Been Good,Joe Walsh,None,1978,2wvMC5EyaaYQwBfiwwY2xE,70
1888,88,I Love the Nightlife,Alicia Bridges,None,1978,6c0G8K6G2LlIfJTsRLJjfs,49
1889,89,You Can't Turn Me Off (In The Middle Of Turning Me On),High Inergy,None,1978,7CfCUjAZFndcpAWLogl9J3,30
1890,90,It's So Easy,Linda Ronstadt,None,1978,6AZyiAl6mr3Jcp6AlmiQwF,53
1891,91,Native New Yorker,Odyssey,None,1978,1jR4bgFyL3ut5ExAKDDNEZ,49
1892,92,Flash Light,Parliament,None,1978,1v1PV2wERHiMPesMWX0qmO,62
1893,93,Don't Look Back,Boston,None,1978,4QySZtWymRGNgrwxZOODKF,58
1894,94,Turn to Stone,Electric Light Orchestra,None,1978,1Pd1h30mgU05QkWYhgFzwt,64
1895,95,I Can't Stand the Rain,Eruption,None,1978,2SWmfd8iv4CiBOztWJebux,47
1896,96,Ebony Eyes,Bob Welch,None,1978,4OLRw2NSxCyNkfCs8Uwvwg,50
1897,97,The Name of the Game,ABBA,None,1978,1lDo24S34NvI1pAg7Oxldc,61
1898,98,We're All Alone,Rita Coolidge,None,1978,2QDnRMFfnes9DUWc6HgixI,65
1899,99,Hollywood Nights,Bob Seger,The Silver Bullet Band,1978,5VbePtZp1at8gH990zVyTI,63
1900,100,Deacon Blues,Steely Dan,None,1978,7Hx2EA4wGaxtsiZCVVLV1i,58
1901,1,My Sharona,The Knack,None,1979,1HOMkjp0nHMaTnfAkslCQj,75
1902,2,Bad Girls,Donna Summer,None,1979,1ibRqifchaAfeNdQGpbRVW,63
1903,3,Le Freak,Chic,None,1979,7Kszjzps0xbQXyo1pO4KfE,69
