,rank,title,artist,other artists,year,Spotify id,Popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration,time_signature
467,68,Can't You See That She's Mine,The Dave Clark Five,None,1964,5AI0igDZhr8Au7Y4f3sczL,29,0.52,0.812,7,-8.171,1,0.182,0.0961,1.22E-05,0.27,0.81,164.869,141.88,4
468,69,Leader of the Pack,The Shangri-Las,None,1964,6O5PIO5pAWxdoxvaUFQ02G,55,0.423,0.55,0,-8.738,1,0.0975,0.708,0,0.682,0.313,119.702,171.333,4
469,70,Funny How Time Slips Away,Joe Hinton,None,1964,5lZ3sezVWHTpmdVbHyMDBT,20,0.353,0.411,10,-9.013,1,0.0302,0.126,0,0.161,0.111,102.531,186.107,3
470,71,The Way You Do the Things You Do,The Temptations,None,1964,3496rr5XSGD6n1Z1OKXovb,65,0.618,0.704,4,-4.686,1,0.0321,0.159,0.000262,0.358,0.741,124.218,165.744,4
471,72,Anyone Who Had a Heart,Dionne Warwick,None,1964,2BQZvZsA9SRafvWEBSQnri,43,0.505,0.0477,8,-23.032,1,0.0278,0.91,2.61E-06,0.0675,0.309,78.856,184.227,3
472,73,I Love You More and More Every Day,Al Martino,None,1964,4I6OrFObPlJNl1bP2KZTjA,28,0.476,0.219,8,-13.406,1,0.0296,0.492,0,0.201,0.595,103.496,135.333,4
473,74,It's Over,Roy Orbison,None,1964,3HZMEIZY9Z6GdhPaG5bAK2,52,0.462,0.319,0,-12.448,1,0.0255,0.74,0.000758,0.0803,0.489,89.672,181.667,4
474,75,Ronnie,The Four Seasons,None,1964,0kfbQsz5j5ifJmtIn9LCeH,34,0.575,0.62,6,-7.687,0,0.0502,0.612,0,0.18,0.727,129.07,179.84,4
475,76,Surfin' Bird,The Trashmen,None,1964,7EjyzZcbLxW7PaaLua9Ksb,52,0.564,0.959,11,-13.125,0,0.0697,0.0149,0.631,0.208,0.829,101.237,137.133,4
476,77,What Kind of Fool (Do You Think I Am),The Tams,None,1964,01IpNtCBRCrPj91rgARPl3,28,0.74,0.386,7,-13.701,0,0.0383,0.186,0,0.152,0.886,120.247,116.56,4
477,78,The Door Is Still Open to My Heart,Dean Martin,None,1964,45tNymiGXb2afxk7opDlmA,38,0.236,0.429,3,-13.576,1,0.0467,0.702,0.000106,0.0696,0.356,84.686,171.987,4
478,79,You Really Got Me,The Kinks,None,1964,29SyMC0plk6qw8NMF7lfRL,73,0.573,0.939,8,-6.441,1,0.0808,0.493,0,0.0994,0.963,137.382,134.253,4
479,80,The Shelter of Your Arms,Sammy Davis Jr.,None,1964,1959PESdlKUTrT3Tx8wXkq,22,0.536,0.331,4,-11.418,1,0.0326,0.666,0,0.115,0.356,101.248,172.133,4
480,81,I'm So Proud,The Impressions,None,1964,3bq9YHKExHdNzMCublodNs,52,0.608,0.121,11,-17.321,1,0.0359,0.966,0.466,0.0746,0.288,86.704,171.507,3
481,82,I Wanna Love Him So Bad,The Jelly Beans,None,1964,4lvd9RUYyT5BGG1URmeUJz,24,0.512,0.604,1,-6.008,1,0.113,0.433,1.86E-06,0.0757,0.564,121.899,167.573,4
482,83,Dang Me,Roger Miller,None,1964,20iH1uibQIUqNFk3wzG7AG,51,0.564,0.378,9,-14.468,1,0.168,0.705,0.000716,0.0723,0.687,197.325,102.4,4
483,84,Cotton Candy,Al Hirt,None,1964,6vOJGIYpiEgYh4Vjx47c4w,26,0.675,0.671,3,-11.626,1,0.0471,0.394,0.941,0.114,0.966,148.156,134.2,4
484,85,(You Don't Know) How Glad I Am,Nancy Wilson,None,1964,4YkN3JlceD5n2aMqL1kFnH,58,0.529,0.44,5,-9.11,1,0.0302,0.742,1.05E-05,0.328,0.611,103.669,157.387,3
485,86,Money (That's What I Want),The Kingsmen,None,1964,4OncTbCLRRozq30FZfx2Tc,42,0.549,0.706,11,-10.06,1,0.0341,0.747,0.00889,0.142,0.975,135.905,139.546,4
486,87,Don't Throw Your Love Away,The Searchers,None,1964,79JSK9KJq20yINUKx0feVz,40,0.539,0.682,6,-7.307,1,0.0387,0.579,0,0.044,0.803,122.173,136.96,4
487,88,Hi-Heel Sneakers,Tommy Tucker,None,1964,7GCqhk5tefqvhZpCrsimd1,35,0.601,0.347,0,-11.256,1,0.0555,0.48,0.000843,0.0794,0.62,80.95,171.333,4
488,89,How Do You Do It?,Gerry,the Pacemakers,1964,601a0vnyLYe7pzLKVjKSha,46,0.617,0.711,9,-6.433,1,0.0297,0.36,1.59E-06,0.0841,0.963,142.266,114.987,4
489,90,"Walk, Don't Run '64",The Ventures,None,1964,7lDboGMcLnBlmFipnaNOdC,20,0.485,0.886,0,-5.332,1,0.037,4.87E-05,0.911,0.229,0.653,149.074,149.093,1
490,91,Do You Love Me,The Dave Clark Five,None,1964,3qjl89Zx45QpRL0o6wTvDM,31,0.432,0.913,2,-7.793,1,0.0531,0.00139,0,0.0564,0.917,140.912,163.653,4
491,92,Shangri-La,Robert Maxwell,None,1964,4CIUnCovHwKniGIANzXgt2,32,0.171,0.42,0,-10.715,0,0.0343,0.905,0.358,0.12,0.23,181.71,123.703,3
492,93,Haunted House,Jumpin' Gene Simmons,None,1964,77dBhsboEbsoO8heaoHlJ8,27,0.605,0.632,9,-6.338,1,0.0639,0.639,4.86E-05,0.0763,0.98,193.171,156.907,4
493,94,Steal Away,Jimmy Hughes,None,1964,1tG3zCppK6MN013nd36B3E,41,0.583,0.508,4,-5.952,1,0.0282,0.54,0.00175,0.153,0.499,93.848,147.427,3
494,95,I Saw Her Standing There,The Beatles,None,1964,3KiexfmhxHvG5IgAElmTkd,70,0.491,0.801,4,-9.835,1,0.0361,0.27,0,0.0665,0.971,160.109,173.947,4
495,96,A Fool Never Learns,Andy Williams,None,1964,3749Oj8B23XIZMSPt27Oso,10,0.287,0.771,5,-7.483,1,0.0496,0.828,2.52E-06,0.337,0.752,196.828,120.507,4
496,97,Bad to Me,Billy J. Kramer,The Dakotas,1964,5KITgZRmX2gNeQb1FgDXw4,8,0.679,0.49,2,-11.005,1,0.0604,0.559,0,0.0901,0.792,127.322,143.766,4
497,98,There! I've Said It Again,Bobby Vinton,None,1964,6Scrggc1xNuIKYWdsftodj,29,0.253,0.303,9,-10.364,1,0.0303,0.776,0,0.0959,0.308,80.146,140.667,4
498,99,Louie Louie,The Kingsmen,None,1964,0iA3xXSkSCiJywKyo1UKjQ,67,0.623,0.709,1,-9.818,0,0.0636,0.102,0,0.0967,0.948,122.394,165.381,4
499,100,Needles and Pins,The Searchers,None,1964,0zABw1PtGYHsU4VDpDZsra,58,0.565,0.953,9,-6.504,1,0.0393,0.0546,2.95E-05,0.0637,0.887,124.287,131.36,4
500,1,Wooly Bully,Sam the Sham,the Pharaohs,1965,0SRkuudTEWe2HOloI1Nssq,44,0.696,0.692,0,-9.586,1,0.0575,0.577,0.000688,0.246,0.904,140.978,138.867,4
501,2,I Can't Help Myself (Sugar Pie Honey Bunch),Four Tops,None,1965,6b6IMqP565TbtFFZg9iFf3,75,0.667,0.599,0,-8.894,1,0.0291,0.245,0,0.107,0.971,127.935,160.28,4
502,3,(I Can't Get No) Satisfaction,The Rolling Stones,None,1965,2PzU4IB8Dr6mxV3lHuaG34,79,0.723,0.863,2,-7.89,1,0.0338,0.0383,0.0317,0.128,0.931,136.302,222.813,4
503,4,You Were on My Mind,We Five,None,1965,36ckFm0oicmvX8bWEErIHd,43,0.507,0.56,1,-8.118,0,0.0473,0.554,0,0.0517,0.645,143.259,155.96,4
504,5,You've Lost That Lovin' Feelin',The Righteous Brothers,None,1965,7GzisMgxLZgCi0Ed3yTw9y,27,0.34,0.402,11,-12.943,1,0.0743,0.855,0.00939,0.945,0.57,94.506,424.227,4
505,6,Downtown,Petula Clark,None,1965,0ZQ6ckgerHYM5mOUxTl99Q,60,0.48,0.689,4,-7.921,1,0.0645,0.78,0,0.149,0.596,117.409,187.76,4
506,7,Help!,The Beatles,None,1965,7DD7eSuYSC5xk2ArU62esN,74,0.534,0.725,6,-7.576,0,0.0332,0.188,0,0.0994,0.763,95.003,139.56,4
507,8,Can't You Hear My Heartbeat,Herman's Hermits,None,1965,2tUP1fuo8EdOVz3Bw9r7yu,37,0.581,0.63,9,-7.836,1,0.0334,0.0925,0,0.0648,0.91,136.994,134.84,3
508,9,Crying in the Chapel,Elvis Presley,None,1965,1Vzr9AOdHw65UHoK1Vuxls,53,0.404,0.246,11,-13.812,1,0.041,0.94,3.00E-05,0.297,0.281,71.274,143.267,4
509,10,My Girl,The Temptations,None,1965,745H5CctFr12Mo7cqa1BMH,80,0.572,0.418,0,-10.738,1,0.0349,0.635,0,0.0961,0.694,104.566,165,4
510,11,"Help Me, Rhonda",The Beach Boys,None,1965,3haZcHm3HydDVxm3je3Zmg,54,0.544,0.748,1,-6.243,1,0.0298,0.311,0.000716,0.0633,0.825,139.739,168.24,4
511,12,King of the Road,Roger Miller,None,1965,3XG7bMVcMWLIn2k9jLAaAt,64,0.67,0.272,11,-13.699,1,0.0704,0.717,0,0.178,0.613,117.996,147.307,4
512,13,The Birds and the Bees,Jewel Akens,None,1965,1ku1Ld7gd76GPxOphoQiR6,36,0.849,0.521,10,-7.746,0,0.0337,0.585,0,0.106,0.905,105.562,129.245,4
513,14,"Hold Me, Thrill Me, Kiss Me",Mel Carter,None,1965,5XPwkZ7vNxeidpNLAkwtFp,51,0.463,0.555,1,-6.43,0,0.0381,0.745,0,0.163,0.515,73.613,149.533,4
514,15,Shotgun,Junior Walker,the All Stars,1965,6VzM9C7CXyn1BQdgTJVqDx,59,0.751,0.683,1,-5.771,1,0.0338,0.155,7.85E-06,0.0611,0.631,120.983,176.627,4
515,16,I Got You Babe,Sonny,Cher,1965,4SGBuq37Ol4HJr7pQqFMKa,67,0.629,0.795,6,-6.02,1,0.0278,0.136,5.44E-06,0.132,0.6,110.583,190.08,3
516,17,This Diamond Ring,Gary Lewis,the Playboys,1965,44zDLad2CZrhWg2lg9nfuy,47,0.645,0.649,10,-8.345,0,0.031,0.253,0,0.107,0.567,133.652,132.4,4
517,18,The 'In' Crowd,Ramsey Lewis Trio,None,1965,3l2pObHGPzGmgRWDlAbUJN,44,0.652,0.515,7,-19.55,1,0.118,0.49,0.14,0.962,0.645,143.004,351.427,4
518,19,"Mrs. Brown, You've Got a Lovely Daughter",Herman's Hermits,None,1965,1GJCJpKYfzRUsYnSRy4Mfz,38,0.659,0.465,0,-9.53,1,0.0572,0.746,0.00458,0.0963,0.889,148.894,167.48,4
519,20,Stop! In the Name of Love,The Supremes,None,1965,52FlwUMMDnTK8TGkCag9Jd,66,0.612,0.444,0,-12.752,1,0.0293,0.531,0,0.126,0.503,114.961,172.907,4
520,21,Unchained Melody,The Righteous Brothers,None,1965,2qhASBzpbFhPRtrnZ5lLnz,75,0.339,0.208,0,-16.725,1,0.0308,0.396,0.000519,0.18,0.288,98.54,218.013,3
521,22,Silhouettes,Herman's Hermits,None,1965,4JxKHEtoBlaw6GlJPJYQo8,34,0.547,0.623,7,-8.399,1,0.03,0.671,0,0.313,0.868,112.704,119.107,4
522,23,I'll Never Find Another You,The Seekers,None,1965,6sm028EoGuUbVnzC6pDaNx,16,0.547,0.786,10,-8.188,1,0.195,0.552,0,0.485,0.577,126.977,214.547,4
523,24,Cara Mia,Jay,the Americans,1965,6kOGvRl0ie97TShrk210ON,46,0.315,0.789,0,-6.407,1,0.0564,0.481,9.71E-06,0.105,0.431,129.172,153.627,4
524,25,Mr. Tambourine Man,The Byrds,None,1965,2HCaIYjkvWSZzaSKUoOh3d,65,0.456,0.47,2,-9.564,1,0.0294,0.513,3.76E-05,0.444,0.639,120.336,149.467,4
525,26,Cast Your Fate to the Wind,Sounds Orchestral,None,1965,38KTIenSEnoGNGLUrYdFLV,31,0.559,0.31,8,-13.499,1,0.0408,0.394,0.794,0.108,0.311,128.691,195,4
526,27,"Yes, I'm Ready",Barbara Mason,None,1965,2gZpW5pTZkimGG98loFSl2,54,0.237,0.377,5,-8.798,1,0.0287,0.902,0,0.131,0.479,173.142,184.333,3
527,28,What's New Pussycat?,Tom Jones,None,1965,4HjwGX3pJKJTeOSDpT6GCo,53,0.392,0.453,2,-13.297,1,0.171,0.752,0,0.115,0.574,183.92,128.8,3
528,29,Eve of Destruction,Barry McGuire,None,1965,1Zi2ezNOqt9y9irC11xYpN,60,0.613,0.307,2,-17.385,1,0.0414,0.387,4.52E-06,0.087,0.789,117.305,215.827,4
529,30,Hang On Sloopy,The McCoys,None,1965,0i7O5MtSTXvR4BEY7stpjF,57,0.764,0.516,7,-12.099,1,0.0334,0.167,0,0.0723,0.936,115.255,231.8,4
530,31,Ticket to Ride,The Beatles,None,1965,7CZiDzGVjUssMSOXrDNYHL,67,0.519,0.85,9,-6.777,1,0.0678,0.0457,0,0.233,0.749,123.419,189.68,4
531,32,Red Roses for a Blue Lady,Bert Kaempfert,None,1965,4GXXOBUEpCr58TFHIkLrZ0,56,0.612,0.306,7,-12.595,1,0.0302,0.86,0.705,0.137,0.376,117.711,139.653,4
532,33,Papa's Got a Brand New Bag,James Brown,None,1965,6v4gV9s0pnwKbmF1yk5knO,52,0.746,0.702,4,-8.099,1,0.0766,0.493,0.0398,0.0964,0.889,129.434,125.707,4
533,34,Game of Love,Wayne Fontana,The Mindbenders,1965,0jUfBCWrfrZGueD8MjvgMo,46,0.575,0.825,9,-4.251,1,0.0311,0.0865,0,0.193,0.963,109.168,127.093,4
534,35,The Name Game,Shirley Ellis,None,1965,1wQjtqCtUqvaV6CjPKIGdc,35,0.753,0.822,5,-7.441,0,0.0805,0.229,5.26E-06,0.165,0.939,81.551,164.867,4
535,36,I Know a Place,Petula Clark,None,1965,4rbYdWpcjXi02Tm3hvmYlh,34,0.45,0.805,11,-8.229,1,0.0684,0.792,2.98E-06,0.417,0.494,138.006,163.373,4
536,37,Back in My Arms Again,The Supremes,None,1965,2WjW8DjQru6Ic4KvYDqLys,48,0.696,0.521,0,-11.168,1,0.0273,0.0182,1.47E-05,0.404,0.479,121.215,174.307,4
537,38,Baby I'm Yours,Barbara Lewis,None,1965,5GInJChhrHyXmwb4tQFJJG,49,0.464,0.398,6,-14.282,1,0.03,0.401,0,0.064,0.817,98.256,152.733,4
538,39,The Jolly Green Giant,The Kingsmen,None,1965,7EsyuIBXcGcEWGdkZMAIJi,0,0.732,0.714,5,-9.159,1,0.0582,0.133,0,0.0901,0.741,132.391,117.627,4
539,40,"Hush, Hush, Sweet Charlotte",Patti Page,None,1965,7piKtR55k2SsnV7I01ncNI,32,0.335,0.163,10,-17.254,1,0.031,0.782,0,0.316,0.513,84.315,152.36,4
540,41,Like a Rolling Stone,Bob Dylan,None,1965,3AhXZa8sUQht0UEdBJgpGc,76,0.483,0.721,0,-6.836,1,0.032,0.729,0,0.189,0.562,95.261,369.6,4
541,42,I'm Telling You Now,Freddie,the Dreamers,1965,3qC08srhXBJ6DEQ7CwPMB0,35,0.605,0.699,3,-6.875,1,0.0317,0.378,0,0.305,0.891,71.38,128.907,4
542,43,Ferry Cross the Mersey,Gerry,the Pacemakers,1965,3NFScsiDPfCzKgQQUL0674,59,0.396,0.286,6,-11.494,0,0.0283,0.548,8.51E-06,0.122,0.605,105.289,143.867,4
543,44,Just Once in My Life,The Righteous Brothers,None,1965,3Qg7WE98qRezh4Jq9fCKr8,36,0.321,0.403,2,-13.115,1,0.0344,0.666,0.341,0.189,0.26,94.675,227.013,4
544,45,The Seventh Son,Johnny Rivers,None,1965,59RkCJ1LeyY83HvlAcVuYa,26,0.541,0.296,9,-21.057,1,0.0517,0.228,0.000208,0.966,0.959,157.81,136.613,4
545,46,"I'm Henry the Eighth, I Am",Herman's Hermits,None,1965,17Y2hiIwBPHq8cqpV5kEOa,1,0.635,0.727,9,-12.765,1,0.0565,0.0331,0,0.107,0.941,100.586,101.547,4
546,47,A Walk in the Black Forest,Horst Jankowski,None,1965,3msjvrkCvIzUNJHULcAafN,37,0.701,0.38,2,-11.756,1,0.0294,0.611,0.728,0.233,0.783,106.284,169.68,4
547,48,For Your Love,The Yardbirds,None,1965,6o21UfW2RHkzzleZGLfFpK,59,0.288,0.62,2,-10.103,1,0.0428,0.24,0,0.0882,0.617,94.445,150.627,4
548,49,California Girls,The Beach Boys,None,1965,6bJuuCtXYiwOcKT9s8uRh8,59,0.503,0.62,11,-6.069,1,0.0296,0.471,0,0.159,0.713,116.599,160.36,4
549,50,Go Now,The Moody Blues,None,1965,0LXCH2FepNHonEtz61tenS,50,0.343,0.522,5,-10.082,0,0.0348,0.385,0,0.132,0.693,119.911,191.013,3
550,51,Goldfinger,Shirley Bassey,None,1965,7r0EUONfPUZ8SD1vu4ro27,45,0.401,0.446,4,-9.646,1,0.0416,0.265,0,0.298,0.425,103.906,168.733,4
551,52,Down in the Boondocks,Billy Joe Royal,None,1965,2wTdZ6wy0AJp5LcYzWcVt5,44,0.675,0.588,9,-11.031,1,0.0457,0.492,9.45E-06,0.0953,0.94,82.949,153.147,4
552,53,Baby the Rain Must Fall,Glenn Yarbrough,None,1965,6bZKOc50K0nlfNAPleAlkA,31,0.56,0.529,4,-10.105,1,0.0303,0.873,0,0.361,0.498,109.787,139.04,4
553,54,Catch Us If You Can,The Dave Clark Five,None,1965,7d91GO9HafgZuRUA2NjLTj,36,0.473,0.602,7,-9.561,1,0.0669,0.149,5.40E-05,0.213,0.897,146.514,114.733,4
554,55,Eight Days a Week,The Beatles,None,1965,1Dg4dFJr3HW7sbA7vPejre,67,0.652,0.583,9,-7.811,1,0.038,0.412,0,0.119,0.744,138.134,163.6,4
555,56,Just a Little,The Beau Brummels,None,1965,4PXJjX7PQGzCh4G5WR4Pli,33,0.591,0.611,9,-9.179,0,0.0394,0.165,3.71E-05,0.114,0.655,128.241,145.507,4
556,57,You Turn Me On,Ian Whitcomb,None,1965,1qLkTAzxVkneRbIcIAvgEA,23,0.738,0.804,10,-8.55,1,0.0395,0.254,0.00755,0.0608,0.924,94.015,163.667,4
557,58,I'll Be Doggone,Marvin Gaye,None,1965,471yG3FpXwgKcbNlblZ1Yt,36,0.728,0.579,2,-10.044,1,0.0331,0.219,0,0.0722,0.723,133.685,166.2,4
558,59,Save Your Heart for Me,Gary Lewis,the Playboys,1965,06oBmaDk2mQDe6kIE4aXYX,37,0.622,0.223,2,-12.4,1,0.0277,0.629,0,0.0718,0.617,106.873,119.187,4
559,60,Tired of Waiting for You,The Kinks,None,1965,3sFnC76vUu0dtHUM5Z5bLL,46,0.674,0.731,0,-8.116,1,0.0332,0.526,0,0.272,0.834,122.097,149.851,4
560,61,Count Me In,Gary Lewis,the Playboys,1965,6AxrqcdIE5lSjXxKUyBAU0,36,0.562,0.525,5,-13.038,1,0.0338,0.298,0,0.0691,0.786,80.508,142.067,4
561,62,All Day and All of the Night,The Kinks,None,1965,78JmElAFmrPNhLjovDR9Jm,69,0.551,0.86,7,-7.839,1,0.0796,0.262,4.57E-06,0.0558,0.723,136.921,141.507,4
562,63,What the World Needs Now Is Love,Jackie DeShannon,None,1965,1fjOO2k5k2vjg6TrvPJ2NS,56,0.445,0.407,1,-9.501,1,0.0302,0.814,0,0.0964,0.531,105.7,186.4,4
563,64,It's Not Unusual,Tom Jones,None,1965,3TlIt0ReIxPsVZcOEivT5U,71,0.476,0.722,0,-10.017,1,0.0646,0.598,0,0.184,0.909,92.966,119.8,4
564,65,She's About a Mover,Sir Douglas Quintet,None,1965,5bveD2SoLJh6JPDyY9mfDJ,36,0.65,0.715,4,-9.923,1,0.0299,0.193,1.85E-06,0.0495,0.88,88.944,145,4
565,66,Shake,Sam Cooke,None,1965,5naGmbqRY9AlitnRgbw0uX,31,0.543,0.846,5,-7.582,1,0.0553,0.782,0,0.312,0.782,151.557,173.613,4
566,67,Wonderful World,Herman's Hermits,None,1965,43LT5KZkhHbSqOjOUeQbh6,44,0.71,0.722,0,-7.659,1,0.053,0.21,1.26E-05,0.297,0.964,141.877,121.706,4
567,68,Nowhere to Run,Martha,the Vandellas,1965,1WPqawIF9HCKfSOt7mN6X0,63,0.606,0.815,2,-9.377,0,0.0485,0.104,0.00566,0.0515,0.877,129.34,181.64,4
568,69,Heart Full of Soul,The Yardbirds,None,1965,0AiuEo7FCxP2y2WTOpLPe5,56,0.494,0.666,9,-9.743,0,0.0351,0.229,5.69E-05,0.0469,0.699,140.832,147.893,4
569,70,Love Potion No. 9,The Searchers,None,1965,6dLrSbDbxdg1QCJnqhBCAA,34,0.667,0.789,2,-6.959,1,0.0665,0.479,0,0.119,0.89,124.746,123.52,4
570,71,Laurie (Strange Things Happen),Dickey Lee,None,1965,1KgyVoQMJcYbX07QC3aIQC,19,0.687,0.35,5,-11.484,1,0.0344,0.623,0,0.0861,0.435,119.508,186.693,4
571,72,Baby Don't Go,Sonny,Cher,1965,1DM97JJjBJShdMuWI0B5L9,39,0.54,0.492,0,-9.087,1,0.0286,0.473,0,0.046,0.552,121.832,194.4,4
572,73,It Ain't Me Babe,The Turtles,None,1965,5Vy8PKv7gS5WDR1EUuk0Bf,37,0.418,0.547,7,-5.992,1,0.0335,0.253,0,0.0941,0.574,122.096,133.96,4
573,74,Tell Her No,The Zombies,None,1965,5FNRngWeBEpR8BiGLlNm2l,47,0.757,0.435,8,-10.139,0,0.032,0.339,0.396,0.0997,0.942,135.639,126.6,4
574,75,I Go to Pieces,Peter,Gordon,1965,2yi1HjKqErtxTjK2v5TtjW,43,0.579,0.618,4,-8.237,1,0.0275,0.624,1.29E-05,0.412,0.897,112.07,145.267,4
575,76,Red Roses for a Blue Lady,Vic Dana,None,1965,2U8i316GHJMluI42xqbThK,44,0.364,0.332,11,-11.507,1,0.0311,0.78,0,0.215,0.287,110.259,170.36,4
576,77,Don't Just Stand There,Patty Duke,None,1965,5takJXnMRsp38BWcPr5a2z,19,0.554,0.375,7,-6.979,1,0.0266,0.849,3.27E-06,0.386,0.513,83.293,158.76,3
577,78,The Tracks of My Tears,The Miracles,None,1965,6QyQmdvQ1ywNccYa0pwLNQ,66,0.502,0.333,7,-10.914,1,0.0264,0.699,0,0.222,0.729,96.982,174.36,4
578,79,Too Many Rivers,Brenda Lee,None,1965,3D6iiz9rsoy2PvTJ0Q8OBH,23,0.621,0.293,5,-13.313,1,0.029,0.652,4.13E-05,0.131,0.555,97.917,169.267,4
579,80,I Like It Like That,The Dave Clark Five,None,1965,06C1afLEMNO4hii8mbX6sq,27,0.495,0.85,9,-6.884,1,0.121,0.2,0,0.227,0.9,140.059,97.947,4
580,81,Little Things,Bobby Goldsboro,None,1965,4Su0s11An3mZPnMiPxD0fn,23,0.876,0.527,2,-13.875,1,0.0361,0.223,0.00733,0.121,0.915,129.145,148.133,4
581,82,True Love Ways,Peter,Gordon,1965,2fGe1krTxovW7xsgiaHkrN,39,0.357,0.476,9,-9.592,1,0.036,0.374,4.65E-06,0.333,0.468,113.403,159.107,4
582,83,It's the Same Old Song,Four Tops,None,1965,7d1ustAIlXG7ht5Q4IOv7s,58,0.704,0.678,2,-9.121,0,0.0295,0.143,0,0.119,0.977,125.185,166.4,4
583,84,You've Got Your Troubles,The Fortunes,None,1965,0jTicxxJiLaNlemXwboRCx,40,0.616,0.515,11,-11.476,0,0.0323,0.58,0,0.211,0.593,135.52,201.987,4
584,85,Hold What You've Got,Joe Tex,None,1965,545PsoburZUtR9z75I2wjj,24,0.529,0.218,7,-16.522,1,0.0435,0.804,0,0.117,0.307,101.735,187.84,3
585,86,We Gotta Get out of This Place,The Animals,None,1965,5geF5xzPGHxpmk9BDBHphZ,54,0.534,0.61,5,-5.276,1,0.0345,0.431,2.79E-06,0.0988,0.45,124.05,194.6,4
586,87,"Laugh, Laugh",The Beau Brummels,None,1965,66V3speCvzVe6lUnIezZ0J,40,0.486,0.683,1,-8.768,0,0.0541,0.299,0,0.0987,0.745,128.723,176.733,4
587,88,The Last Time,The Rolling Stones,None,1965,7foiOmd1Je7Z0D3TaZCDro,54,0.327,0.92,9,-5.223,1,0.0611,0.144,0.84,0.774,0.439,167.972,221.493,4
588,89,Do You Believe in Magic,The Lovin' Spoonful,None,1965,1udKn1oNKYQSQ9OmiIWCMu,68,0.553,0.738,0,-7.963,1,0.0457,0.213,0,0.339,0.759,138.602,125.827,4
589,90,All I Really Want to Do,Cher,None,1965,3u650FGOhGmw3EjkLCzSJd,39,0.512,0.41,3,-11.805,1,0.0309,0.161,0,0.0805,0.365,124.245,179.213,4
590,91,Take Me Back,Little Anthony,the Imperials,1965,6VARqNnflC1wgBnH4jYWjz,25,0.447,0.321,10,-11.353,1,0.0434,0.765,4.00E-05,0.333,0.246,94.115,158.467,4
591,92,I Want Candy,The Strangeloves,None,1965,7JoPxqrnT3eq02AnflBSiN,42,0.669,0.848,8,-10.072,0,0.03,0.0273,0.0869,0.0881,0.661,102.048,177.507,4
592,93,Ooo Baby Baby,The Miracles,None,1965,3nsJGZ5RV2ZHkbKvD771gU,61,0.185,0.344,7,-9.378,1,0.0295,0.81,0,0.166,0.424,178.635,164.16,3
593,94,Laugh at Me,Sonny,None,1965,1TdmzgmdjrKQjJWk4jTGlO,22,0.547,0.703,7,-7.606,1,0.0323,0.145,0,0.158,0.641,108.004,179.8,4
594,95,Treat Her Right,Roy Head,None,1965,2dq2J24oIF67Uvttut4dv7,44,0.599,0.622,0,-7.621,1,0.0571,0.4,0.00273,0.292,0.961,161.929,125.893,4
595,96,The Race Is On,Jack Jones,None,1965,2VDWYSr081eTN3US0x9mOH,15,0.415,0.719,6,-9.856,1,0.0395,0.357,0,0.0988,0.938,183.027,106.627,5
596,97,I'm a Fool,Dino,Desi,1965,54eajp10qPgjUCiD2Ds9jk,20,0.606,0.587,7,-13.501,1,0.0362,0.213,7.18E-06,0.0759,0.931,130.443,169.667,4
597,98,The Boy from New York City,The Ad Libs,None,1965,6HXiCCertmHIfuVHDdZ8QG,39,0.484,0.789,11,-5.942,1,0.0731,0.752,0,0.118,0.778,148.649,185,4
598,99,Keep Searchin' (We'll Follow the Sun),Del Shannon,None,1965,2271qTmPggEs2srV3i4g2e,34,0.407,0.679,4,-9.465,0,0.0359,0.238,0.929,0.814,0.855,149.195,128.973,4
599,100,How Sweet It Is (To Be Loved by You),Marvin Gaye,None,1965,2zF8ro2hX0aEYaqXQdEKW1,62,0.653,0.49,0,-10.106,1,0.0408,0.323,4.13E-06,0.0832,0.963,110.202,177.773,4
600,1,Ballad of the Green Berets,Sgt. Barry Sadler,None,1966,0yjNmllr3Ew6f97TqPuEqa,46,0.715,0.327,0,-11.814,1,0.033,0.782,0.000344,0.625,0.713,84.369,146.4,4
601,2,Cherish,The Association,None,1966,7uGeDI6nJEdUYMsMd7mQyl,50,0.51,0.544,5,-8.308,1,0.0282,0.776,0,0.144,0.598,110.197,207.133,4
602,3,(You're My) Soul and Inspiration,The Righteous Brothers,None,1966,7ES3QjxzmFKMJWt90giLsv,9,0.48,0.416,10,-11.692,1,0.0847,0.77,0.000681,0.966,0.428,93.701,206.107,4
603,4,Reach Out I'll Be There,Four Tops,None,1966,6Pkj4nv5K53i64cLVgkVyY,58,0.607,0.599,3,-8.908,0,0.0282,0.0253,0,0.188,0.735,119.842,178.533,4
604,5,96 Tears,?,the Mysterians,1966,4PEeZ2U4UfP2Jo8EtIOjus,56,0.65,0.562,7,-5.965,1,0.0345,0.0624,3.21E-05,0.076,0.882,123.674,176.867,4
605,6,Last Train to Clarksville,The Monkees,None,1966,3h4t9qpFktohHeUQc3hZCa,52,0.239,0.618,0,-8.464,1,0.033,0.0305,0,0.721,0.683,197.499,164.093,4
606,7,"Monday, Monday",The Mamas,the Papas,1966,3EFb1qDgIqf9MegIryKtDj,64,0.488,0.464,1,-9.496,1,0.0284,0.742,0,0.57,0.709,109.853,208.293,4
